flag,category,severity,alignment_confidence,alignment_tier,exact_or_best_effort,alignment_source,alignment_key_used,ticker,date,task_id,adapters_involved,source_fields,source_atoms,detail,limitation
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"finrl,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on QQQ; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"prediction_arena,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on QQQ; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,vibe_trading,"q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on QQQ; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=SPY in known universe,SPY,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on SPY; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=SPY in known universe,SPY,2026-07-06,observation_batch_day1__2026-07-06,"finrl,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on SPY; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=SPY in known universe,SPY,2026-07-06,observation_batch_day1__2026-07-06,"prediction_arena,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on SPY; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=SPY in known universe,SPY,2026-07-06,observation_batch_day1__2026-07-06,vibe_trading,"q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on SPY; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1_historical_extension__2026-06-08 + ctx_alignment_source=index_csv confirmed ticker=NVDA in known universe,NVDA,2026-06-08,observation_batch_day1_historical_extension__2026-06-08,"alphagen,finrl","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,alphagen LONG on NVDA; finrl validation_status=weak (task observation_batch_day1_historical_extension__2026-06-08),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1_historical_extension__2026-06-08 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-06-08,observation_batch_day1_historical_extension__2026-06-08,"deepalpha,finrl","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on QQQ; finrl validation_status=weak (task observation_batch_day1_historical_extension__2026-06-08),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1_historical_extension__2026-06-08 + ctx_alignment_source=index_csv confirmed ticker=GLD in known universe,GLD,2026-06-08,observation_batch_day1_historical_extension__2026-06-08,"finrl,qlib","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,qlib LONG on GLD; finrl validation_status=weak (task observation_batch_day1_historical_extension__2026-06-08),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
HIGH_WEIGHT_HIGH_DRAWDOWN,cross_question,high,context_exact,context_exact,best_effort,index_csv,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=CASH in known universe,CASH,2026-07-06,observation_batch_day1__2026-07-06,"finrl,prediction_arena","q4.weights,q5.max_drawdown",,finrl allocates weight=0.19 to CASH; prediction_arena reports max_drawdown=-0.26,Q4Portfolio and Q5Backtest are joined on task_id only (neither carries both ticker and date) — upgraded to universe-confirmed when the ticker is in the batch's known universe.
HIGH_WEIGHT_HIGH_DRAWDOWN,cross_question,high,context_exact,context_exact,best_effort,index_csv,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=SPY in known universe,SPY,2026-07-06,observation_batch_day1__2026-07-06,"finrl,prediction_arena","q4.weights,q5.max_drawdown",,finrl allocates weight=0.12 to SPY; prediction_arena reports max_drawdown=-0.26,Q4Portfolio and Q5Backtest are joined on task_id only (neither carries both ticker and date) — upgraded to universe-confirmed when the ticker is in the batch's known universe.
HIGH_WEIGHT_HIGH_DRAWDOWN,cross_question,high,best_effort,best_effort,best_effort,index_csv,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv (ticker=ADI not confirmed in known universe),ADI,2026-07-06,observation_batch_day1__2026-07-06,"finrl_x,prediction_arena","q4.weights,q5.max_drawdown",,finrl_x allocates weight=0.18 to ADI; prediction_arena reports max_drawdown=-0.26,Q4Portfolio and Q5Backtest are joined on task_id only (neither carries both ticker and date) — upgraded to universe-confirmed when the ticker is in the batch's known universe.
HIGH_WEIGHT_HIGH_DRAWDOWN,cross_question,high,best_effort,best_effort,best_effort,index_csv,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv (ticker=CSCO not confirmed in known universe),CSCO,2026-07-06,observation_batch_day1__2026-07-06,"finrl_x,prediction_arena","q4.weights,q5.max_drawdown",,finrl_x allocates weight=0.15 to CSCO; prediction_arena reports max_drawdown=-0.26,Q4Portfolio and Q5Backtest are joined on task_id only (neither carries both ticker and date) — upgraded to universe-confirmed when the ticker is in the batch's known universe.
HIGH_WEIGHT_HIGH_DRAWDOWN,cross_question,high,best_effort,best_effort,best_effort,index_csv,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv (ticker=LRCX not confirmed in known universe),LRCX,2026-07-06,observation_batch_day1__2026-07-06,"finrl_x,prediction_arena","q4.weights,q5.max_drawdown",,finrl_x allocates weight=0.23 to LRCX; prediction_arena reports max_drawdown=-0.26,Q4Portfolio and Q5Backtest are joined on task_id only (neither carries both ticker and date) — upgraded to universe-confirmed when the ticker is in the batch's known universe.
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=AAPL, date=2026-07-06) exact",AAPL,2026-07-06,,"deepalpha,qlib","q1.action,q3.direction",,deepalpha action=SELL vs qlib direction=LONG on AAPL/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=JPM, date=2026-07-06) exact",JPM,2026-07-06,,"deepalpha,vibe_trading","q1.action,q3.direction",,deepalpha action=SELL vs vibe_trading direction=LONG on JPM/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-07-06) exact",NVDA,2026-07-06,,deepalpha,"q1.action,q3.direction",,deepalpha action=BUY vs deepalpha direction=SHORT on NVDA/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-07-06) exact",NVDA,2026-07-06,,"deepalpha,finrl_x","q1.action,q3.direction",,deepalpha action=BUY vs finrl_x direction=SHORT on NVDA/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=QQQ, date=2026-07-06) exact",QQQ,2026-07-06,,deepalpha,"q1.action,q3.direction",,deepalpha action=SELL vs deepalpha direction=LONG on QQQ/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=QQQ, date=2026-07-06) exact",QQQ,2026-07-06,,"deepalpha,vibe_trading","q1.action,q3.direction",,deepalpha action=SELL vs vibe_trading direction=LONG on QQQ/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=XOM, date=2026-07-06) exact",XOM,2026-07-06,,deepalpha,"q1.action,q3.direction",,deepalpha action=SELL vs deepalpha direction=LONG on XOM/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=GLD, date=2026-07-06) exact",GLD,2026-07-06,,"deepalpha,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs deepalpha direction=SHORT on GLD/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=JPM, date=2026-07-06) exact",JPM,2026-07-06,,"deepalpha,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs deepalpha direction=SHORT on JPM/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=JPM, date=2026-07-06) exact",JPM,2026-07-06,,"rdagent,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs rdagent direction=SHORT on JPM/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-07-06) exact",NVDA,2026-07-06,,"deepalpha,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs deepalpha direction=SHORT on NVDA/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-07-06) exact",NVDA,2026-07-06,,"finrl_x,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs finrl_x direction=SHORT on NVDA/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=QQQ, date=2026-07-06) exact",QQQ,2026-07-06,,"finclaw,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs finclaw direction=SHORT on QQQ/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=SPY, date=2026-07-06) exact",SPY,2026-07-06,,"deepalpha,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs deepalpha direction=SHORT on SPY/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=SPY, date=2026-07-06) exact",SPY,2026-07-06,,"finclaw,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs finclaw direction=SHORT on SPY/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=SPY, date=2026-07-06) exact",SPY,2026-07-06,,"qlib,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs qlib direction=SHORT on SPY/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=XOM, date=2026-07-06) exact",XOM,2026-07-06,,"qlib,tradingagents","q1.action,q3.direction",,tradingagents action=BUY vs qlib direction=SHORT on XOM/2026-07-06,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=QQQ, date=2026-05-15) exact",QQQ,2026-05-15,,"deepalpha,qlib","q1.action,q3.direction",,deepalpha action=SELL vs qlib direction=LONG on QQQ/2026-05-15,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-05-21) exact",NVDA,2026-05-21,,"alphagen,deepalpha","q1.action,q3.direction",,deepalpha action=SELL vs alphagen direction=LONG on NVDA/2026-05-21,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=JPM, date=2026-05-27) exact",JPM,2026-05-27,,"deepalpha,qlib","q1.action,q3.direction",,deepalpha action=SELL vs qlib direction=LONG on JPM/2026-05-27,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-05-27) exact",NVDA,2026-05-27,,"alphagen,deepalpha","q1.action,q3.direction",,deepalpha action=SELL vs alphagen direction=LONG on NVDA/2026-05-27,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=SPY, date=2026-05-27) exact",SPY,2026-05-27,,"alphagen,deepalpha","q1.action,q3.direction",,deepalpha action=SELL vs alphagen direction=LONG on SPY/2026-05-27,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-06-02) exact",NVDA,2026-06-02,,"alphagen,deepalpha","q1.action,q3.direction",,deepalpha action=SELL vs alphagen direction=LONG on NVDA/2026-06-02,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-06-02) exact",NVDA,2026-06-02,,"deepalpha,qlib","q1.action,q3.direction",,deepalpha action=SELL vs qlib direction=LONG on NVDA/2026-06-02,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=GLD, date=2026-06-08) exact",GLD,2026-06-08,,"deepalpha,qlib","q1.action,q3.direction",,deepalpha action=SELL vs qlib direction=LONG on GLD/2026-06-08,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=NVDA, date=2026-06-08) exact",NVDA,2026-06-08,,"alphagen,deepalpha","q1.action,q3.direction",,deepalpha action=SELL vs alphagen direction=LONG on NVDA/2026-06-08,"exact (ticker, date) join across Q1/Q3 — no approximation."
ACTION_ALPHA_DIRECTION_CONFLICT,cross_question,medium,exact,exact,exact,schema,"(ticker=QQQ, date=2026-06-08) exact",QQQ,2026-06-08,,deepalpha,"q1.action,q3.direction",,deepalpha action=SELL vs deepalpha direction=LONG on QQQ/2026-06-08,"exact (ticker, date) join across Q1/Q3 — no approximation."
SENTIMENT_RISK_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),GLD,2026-07-06,observation_batch_day1__2026-07-06,nofx,"q2.sentiment_score,q2.risk_level",,nofx sentiment=0.61 but risk_level=EXTREME on GLD/2026-07-06,"single-record check, no join, no approximation."
SENTIMENT_RISK_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),JNJ,2026-07-06,observation_batch_day1__2026-07-06,nofx,"q2.sentiment_score,q2.risk_level",,nofx sentiment=0.68 but risk_level=EXTREME on JNJ/2026-07-06,"single-record check, no join, no approximation."
SENTIMENT_RISK_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),TSLA,2026-07-06,observation_batch_day1__2026-07-06,nofx,"q2.sentiment_score,q2.risk_level",,nofx sentiment=0.85 but risk_level=EXTREME on TSLA/2026-07-06,"single-record check, no join, no approximation."
DIRECTION_RETURN_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),AAPL,2026-07-06,observation_batch_day1__2026-07-06,finclaw,"q3.direction,q3.expected_return",,finclaw direction=SHORT but expected_return=0.1762 on AAPL/2026-07-06,"single-record check, no join, no approximation."
DIRECTION_RETURN_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),QQQ,2026-07-06,observation_batch_day1__2026-07-06,finclaw,"q3.direction,q3.expected_return",,finclaw direction=SHORT but expected_return=0.5748 on QQQ/2026-07-06,"single-record check, no join, no approximation."
DIRECTION_RETURN_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),SPY,2026-07-06,observation_batch_day1__2026-07-06,finclaw,"q3.direction,q3.expected_return",,finclaw direction=SHORT but expected_return=0.4001 on SPY/2026-07-06,"single-record check, no join, no approximation."
DIRECTION_RETURN_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),NVDA,2026-07-06,observation_batch_day1__2026-07-06,finrl_x,"q3.direction,q3.expected_return",,finrl_x direction=SHORT but expected_return=0.0275 on NVDA/2026-07-06,"single-record check, no join, no approximation."
DIRECTION_RETURN_INTRA_CONFLICT,intra_record,medium,single_record,exact,exact,index_csv,single_record (no join),AAPL,2026-07-06,observation_batch_day1__2026-07-06,qlib,"q3.direction,q3.expected_return",,qlib direction=LONG but expected_return=-0.0023 on AAPL/2026-07-06,"single-record check, no join, no approximation."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),TSLA,2026-07-02,comparison_2026-07-02,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on TSLA/2026-07-02 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),AAPL,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on AAPL/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),GLD,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on GLD/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),JPM,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on JPM/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),QQQ,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on QQQ/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),TSLA,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on TSLA/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),XOM,2026-07-06,observation_batch_day1__2026-07-06,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on XOM/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),JPM,2026-07-06,observation_batch_day1__2026-07-06,rdagent,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,rdagent headline=SHORT on JPM/2026-07-06 but text has 0 bearish-word hits vs 2 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),TSLA,2026-07-06,observation_batch_day1__2026-07-06,rdagent,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,rdagent headline=SHORT on TSLA/2026-07-06 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),MSFT,2026-07-06,observation_batch_day1__2026-07-06,tradingagents,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,tradingagents headline=BUY on MSFT/2026-07-06 but text has 5 bearish-word hits vs 4 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),TSLA,2026-07-06,observation_batch_day1__2026-07-06,tradingagents,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,tradingagents headline=SELL on TSLA/2026-07-06 but text has 4 bearish-word hits vs 6 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),GLD,2026-05-15,observation_batch_day1_historical_extension__2026-05-15,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on GLD/2026-05-15 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),JPM,2026-05-15,observation_batch_day1_historical_extension__2026-05-15,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on JPM/2026-05-15 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),NVDA,2026-05-15,observation_batch_day1_historical_extension__2026-05-15,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on NVDA/2026-05-15 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
HEADLINE_EVIDENCE_MISMATCH,evidence,medium,single_record,exact,exact,n/a,single_record (no join),QQQ,2026-05-15,observation_batch_day1_historical_extension__2026-05-15,deepalpha,"q1.action,q1.reasoning,q3.direction,q3.supporting_evidence",,deepalpha headline=SELL on QQQ/2026-05-15 but text has 0 bearish-word hits vs 1 bullish-word hits,"keyword-heuristic text valence check (BEARISH_WORDS/BULLISH_WORDS), not semantic understanding — see icaif_metrics.py."
